,IT_relatedness,deterministic_following_activity,deterministic_preceding_activity,following_activities_standardization,preceding_activities_standardization,failure_rate,number_of_resources,ef_relative,median_execution_time,et_relative,stability,Confidence_activity_Automated,Confidence_activity_Physical or Cognitive Task,Confidence_action_Automated,Confidence_action_Low Automatable User Task,Confidence_action_High Automatable User Task,Confidence_action_Physical or Cognitive Task,Confidence_business object_Automated,Confidence_business object_Physical or Cognitive Task,task_type
102,0.6174550056457521,False,False,19.0,19.0,1.015759312320917,9,0.015985029535103844,0.0,0.000550494006098767,85.78894982593185,0.7941756844520569,0.20582425594329834,0.20765992999076846,0.2727440297603607,0.2227742075920105,0.2968219220638275,0.8092692494392395,0.19073082506656647,High Automatable User Task
621,0.555617094039917,False,False,3.0,4.0,1.1432419196865815,188,0.010344315722074298,3438.75,0.006250130792032546,30.00605952494157,0.8153480291366577,0.18465197086334229,0.20319831371307373,0.29131609201431274,0.23458854854106906,0.2708969712257385,0.0,0.0,High Automatable User Task
63,0.5889988541603088,False,False,5.0,2.0,2.031423290203328,1,0.002354645121342493,0.0,0.00024636169763559036,76.06208821206567,0.8622893691062927,0.1377106010913849,0.2414271682500839,0.3107821345329285,0.25984159111976624,0.18794915080070496,0.6220883131027222,0.3779116868972778,Low Automatable User Task
303,0.5455296635627747,False,False,0.0,0.0,1.0,1,6.763764260269648e-05,0.0,0.0,0.0,0.7636314630508423,0.2363685071468353,0.18544505536556244,0.2572101354598999,0.14621759951114655,0.4111272394657135,0.7343093752861023,0.2656905949115753,Low Automatable User Task
430,1.0,False,False,0.0,0.0,1.2256944444444444,12,0.001105943081213866,0.0,0.0007760695514166912,169.56394688179202,0.8236734867095947,0.17632652819156647,0.2083459198474884,0.2524258494377136,0.2188699096441269,0.32035836577415466,0.7143920660018921,0.2856079339981079,Automated
527,0.5972120761871338,False,False,6.0,2.0,1.1736401673640169,3,0.006479481641468635,2.58,0.001041770371164614,64.86315308043147,0.2780042886734009,0.7219957709312439,0.2039087414741516,0.22029949724674225,0.15992756187915802,0.4158642888069153,0.4147078096866608,0.5852922201156616,Physical or Cognitive Task
386,1.0000001192092896,False,False,4.0,2.0,1.6966307523739956,1,0.02956170906343293,0.0,0.014370630801644652,0.3258666091277705,0.7765162587165833,0.22348372638225555,0.21726958453655246,0.3595694005489349,0.20315563678741452,0.22000539302825928,0.0,0.0,Low Automatable User Task
103,0.573469877243042,False,False,15.0,11.0,1.0704225352112675,7,0.0034269738918699627,0.0,0.0011482822708562346,1449.0628156521911,0.7958967685699463,0.20410321652889246,0.18502207100391388,0.3259229063987732,0.18569821119308472,0.303356796503067,0.6752715706825256,0.32472848892211914,Low Automatable User Task
502,0.6458295583724976,False,False,3.0,2.0,1.0,2,0.002247067850487779,2583.93,0.0012946015122586225,81.80109931010887,0.2262663692235947,0.7737336158752441,0.21576885879039764,0.2675986588001251,0.21141976118087769,0.30521273612976074,0.3984242081642151,0.6015758514404297,Physical or Cognitive Task
154,0.5989518761634827,False,False,14.0,14.0,1.0,8,0.0067863101411371855,0.0,9.905168183600475e-10,0.00015754502535408234,0.8806950449943542,0.11930494010448454,0.21805226802825928,0.3214903771877289,0.243358314037323,0.21709905564785004,0.8257132172584534,0.17428679764270782,Automated
136,0.5742507576942444,False,False,10.0,29.0,1.0031948881789137,9,0.014158813184830988,0.12,0.05977626969117611,122.15648428000827,0.7721338272094727,0.2278661727905273,0.19431810081005094,0.2842731177806854,0.20964910089969635,0.3117596507072449,0.706002950668335,0.29399704933166504,Low Automatable User Task
134,1.0,False,False,15.0,13.0,1.0604534005037782,6,0.009491815845245168,3391.7,0.009579951588098469,12.812465087437904,0.8385714888572693,0.16142846643924713,0.2393220216035843,0.3745757937431336,0.2349509298801422,0.15115119516849518,0.7872022390365601,0.2127977758646012,High Automatable User Task
362,1.0,True,True,1.0,1.0,1.0,1,2.254588086756549e-05,0.0,0.0,0.0,0.7803397178649902,0.21966026723384852,0.22437039017677307,0.3351070284843445,0.24184755980968475,0.19867494702339167,0.6174854636192322,0.38251450657844543,Low Automatable User Task
571,0.5206138491630554,False,False,3.0,4.0,2.0,10,0.027259684361549488,0.0,0.0033980582524271844,0.02204836415362732,0.6927193999290466,0.30728062987327576,0.0,0.0,0.0,0.0,0.4402943849563599,0.5597056150436401,Physical or Cognitive Task
381,0.5843467712402344,True,True,1.0,1.0,1.0,1,0.01866429197505645,0.0,1.2857135856536574e-07,1.248251978733078e-06,0.7809216976165771,0.21907827258110046,0.2325587719678879,0.3710432350635529,0.21996326744556427,0.1764346957206726,0.7671414613723755,0.2328585982322693,Low Automatable User Task
333,1.0,False,False,3.0,4.0,1.238095238095238,3,0.0011723858051134054,0.2,5.06831816215599e-05,177.42667474996475,0.4691984355449677,0.5308015346527101,0.21319377422332764,0.23081958293914795,0.1970458030700684,0.35894083976745605,0.7008208632469177,0.2991791367530823,Physical or Cognitive Task
284,1.0,True,True,1.0,1.0,1.0,1,2.254588086756549e-05,0.0,0.0,0.0,0.8836323022842407,0.1163676381111145,0.18502207100391388,0.3259229063987732,0.18569821119308472,0.303356796503067,0.7133347392082214,0.2866652905941009,Low Automatable User Task
477,0.6458295583724976,True,True,1.0,1.0,1.0,3,0.0011142515490814226,2774.22,0.0017676896492208765,256.4099171091786,0.2262663692235947,0.7737336158752441,0.21576885879039764,0.2675986588001251,0.21141976118087769,0.30521273612976074,0.3984242081642151,0.6015758514404297,Physical or Cognitive Task
20,0.559769868850708,False,True,2.0,1.0,3.4839116719242904,51,0.06318077803202934,0.53,0.009952599151349727,0.06307786944248565,0.8586870431900024,0.14131300151348114,0.1978029757738113,0.19221153855323792,0.12576554715633392,0.4842198789119721,0.661917507648468,0.338082492351532,Low Automatable User Task
224,0.6754818558692932,False,False,9.0,9.0,1.0,6,0.0006763764260269652,11044555.0,0.007504030193716897,3544.198054473148,0.5629330277442932,0.4370669424533844,0.23515385389328006,0.3426637649536133,0.2259347587823868,0.1962476521730423,0.7229769825935364,0.27702298760414124,Automated
634,0.0,False,False,5.0,0.0,3.3428853754940717,0,0.2223609833048409,8.05,0.06905458136690529,0.8791086963704752,0.5730969309806824,0.42690309882164,0.0,0.0,0.0,0.0,0.5417865514755249,0.4582134485244751,Physical or Cognitive Task
609,0.6281129121780396,True,True,1.0,1.0,1.1131176934662554,0,0.1382104119546139,11520.0,0.08250500428859467,4.676524614200726,0.8006223440170288,0.1993776559829712,0.2038285881280899,0.21745523810386655,0.1626349687576294,0.4160812795162201,0.0,0.0,Automated
29,0.5458439588546753,False,False,2.0,0.0,2.2882333169583986,221,0.1896185646308663,3.0,0.11324143539795985,1.4565800146081171,0.7280725240707397,0.2719274461269379,0.0,0.0,0.0,0.0,0.6725755333900452,0.3274245262145996,High Automatable User Task
257,0.5681877136230469,True,True,1.0,1.0,2.0,1,4.509176173513098e-05,115.0,1.1990466748568995e-09,115.0,0.8889316320419312,0.11106830090284348,0.1837293952703476,0.3648117482662201,0.18891914188861847,0.26253968477249146,0.6212913990020752,0.3787086308002472,Physical or Cognitive Task
215,1.0,False,False,6.0,4.0,1.0,4,0.000180367046940524,0.12,0.004621994463883265,110823.08053587726,0.8365781307220459,0.1634218841791153,0.2393220216035843,0.3745757937431336,0.2349509298801422,0.15115119516849518,0.751745879650116,0.2482541501522064,High Automatable User Task
157,0.5455296635627747,False,False,36.0,5.0,1.0,8,0.006718672498534473,0.0,0.0005877915519668653,258.724650620919,0.8747919797897339,0.12520793080329895,0.18544505536556244,0.2572101354598999,0.14621759951114655,0.4111272394657135,0.6785808801651001,0.3214190900325775,Low Automatable User Task
408,0.4679038226604462,True,True,1.0,1.0,1.4272076372315037,44,0.00023784277399447763,235.0,0.0002559222574116247,267.38789005711146,0.6109480857849121,0.3890519142150879,0.24001458287239075,0.38182562589645386,0.22145172953605646,0.15670815110206604,0.0,0.0,Low Automatable User Task
130,1.0,False,False,8.0,3.0,1.0972222222222223,5,0.007124498354150706,0.08,2.1536755049138354e-05,2.048988787174275,0.8292593955993652,0.17074061930179596,0.1837293952703476,0.3648117482662201,0.18891914188861847,0.26253968477249146,0.6680092811584473,0.3319907486438751,Low Automatable User Task
363,0.5542856454849243,True,True,1.0,1.0,1.0,1,2.254588086756549e-05,2.83,1.4753487347152287e-08,0.0,0.8346810340881348,0.16531898081302646,0.211556613445282,0.36771899461746216,0.208145409822464,0.2125789374113083,0.6543203592300415,0.3456797003746033,Automated
121,0.5703593492507935,False,False,24.0,7.0,1.0,5,0.002863326870180816,4320.0,0.0031977733400462565,49.098839588552465,0.7236776947975159,0.27632224559783936,0.0,0.0,0.0,0.0,0.7870954275131226,0.21290452778339386,Low Automatable User Task
488,0.6458295583724976,False,False,2.0,4.0,1.0013550135501357,2,0.08100405568343667,1384215.0,0.042768205333417735,3.2042174744905707,0.2033824473619461,0.7966176271438599,0.21576885879039764,0.2675986588001251,0.21141976118087769,0.30521273612976074,0.3160761594772339,0.6839238405227661,Physical or Cognitive Task
582,0.6408878564834595,False,True,2.0,1.0,2.6,10,0.03730272596843619,0.0,0.000970873786407767,0.018853695324283583,0.5888946652412415,0.41110527515411377,0.21018142998218536,0.1926082670688629,0.1311589628458023,0.4660513699054718,0.4555556178092957,0.5444443225860596,Physical or Cognitive Task
448,1.0,False,False,0.0,0.0,1.0,5,5.012773172640535e-06,0.0,1.2223468884697642e-06,3961.5,0.8050161600112915,0.1949838548898697,0.24702470004558566,0.34256333112716675,0.2388069927692413,0.17160499095916748,0.6398655772209167,0.36013445258140564,Automated
288,1.0,True,True,1.0,1.0,1.0,1,2.254588086756549e-05,0.0,0.0,0.0,0.8738430738449097,0.12615692615509033,0.19883765280246732,0.2849854826927185,0.1904086321592331,0.3257682025432587,0.8663965463638306,0.13360349833965302,Low Automatable User Task
587,1.0,False,False,0.0,3.0,2.2105263157894743,10,0.030129124820659964,0.0,0.005339805825242718,0.018002322880371652,0.617403507232666,0.3825965821743012,0.19802595674991608,0.2066982090473175,0.15094473958015442,0.444331169128418,0.7594048976898193,0.24059514701366425,Physical or Cognitive Task
359,1.0,False,False,2.0,2.0,1.0,2,0.00011272940433782749,0.07,-2.3459608855895864e-09,-0.5898888888888891,0.8894044756889343,0.1105954721570015,0.2565959692001343,0.3293075859546661,0.2507301568984985,0.16336636245250702,0.7379514575004578,0.26204851269721985,High Automatable User Task
419,0.5801490545272827,True,False,1.0,5.0,4.727272727272728,2,2.0681980347345885e-05,0.02,0.00010944985562569742,9876.506083594517,0.7511850595474243,0.2488149702548981,0.22437039017677307,0.3351070284843445,0.24184755980968475,0.19867494702339167,0.5814794898033142,0.4185205101966858,Low Automatable User Task
56,0.548144519329071,False,False,2.0,3.0,1.0454545454545454,12,4.927828734383604e-05,10.0,2.4941393576829128e-05,3032.363115251405,0.6568397879600525,0.3431602120399475,0.20222407579422,0.2906882464885712,0.22396011650562286,0.2831275463104248,0.7413765788078308,0.2586233615875244,Physical or Cognitive Task
343,1.0,False,True,2.0,1.0,1.0,2,6.763764260269648e-05,0.0,0.0,0.0,0.7998697757720947,0.20013023912906647,0.2016727179288864,0.2748234272003174,0.22120040655136108,0.3023035228252411,0.6508883237838745,0.3491117060184479,Automated
357,1.0,False,False,2.0,2.0,1.0,1,4.509176173513098e-05,35.0,3.6492724886949117e-10,35.0,0.8567819595336914,0.1432180553674698,0.20688267052173612,0.3057723641395569,0.2310681343078613,0.2562768757343292,0.6084891557693481,0.39151090383529663,High Automatable User Task
210,0.686505913734436,False,False,5.0,5.0,1.1,3,0.0002480046895432204,0.0,0.00024708916439414915,4308.758545458343,0.8269166350364685,0.17308339476585388,0.2565959692001343,0.3293075859546661,0.2507301568984985,0.16336636245250702,0.7410792708396912,0.25892072916030884,High Automatable User Task
89,1.0,False,False,24.0,15.0,1.0470588235294118,9,0.004013166794426651,832.54,0.02681694293410535,1990.17571787028,0.8460584878921509,0.15394151210784912,0.21230772137641907,0.35884058475494385,0.21517357230186465,0.21367807686328888,0.8357217311859131,0.1642782837152481,High Automatable User Task
131,0.5540521740913391,False,False,8.0,11.0,1.0477064220183483,8,0.012873697975379813,0.0,0.0011644453157683753,80.02199287243948,0.8323575854301453,0.16764245927333832,0.19550319015979767,0.3203348219394684,0.21468475461006165,0.2694771885871887,0.8257132172584534,0.17428679764270782,Physical or Cognitive Task
503,0.5681877136230469,True,True,1.0,1.0,1.1428571428571428,6,0.0008769045270196205,0.11,1.957420863727283e-05,135.82125783915563,0.2216350734233856,0.778364896774292,0.2065145969390869,0.21403315663337708,0.14413444697856906,0.4353177547454834,0.3160761594772339,0.6839238405227661,Physical or Cognitive Task
237,0.5989518761634827,False,False,10.0,10.0,1.0,6,0.0009018352347026196,0.0,1.563973923726391e-10,0.0007500000000000003,0.885700523853302,0.11429943144321444,0.21805226802825928,0.3214903771877289,0.243358314037323,0.21709905564785004,0.77342689037323,0.22657310962677,Automated
383,0.5843467712402344,True,True,1.0,1.0,1.0,37,0.004595364310737684,43415.0,0.009418696143099316,1.54604655715539,0.7142705917358398,0.28572937846183777,0.19856823980808255,0.2332512587308884,0.1592266857624054,0.4089538156986237,0.7671414613723755,0.2328585982322693,Physical or Cognitive Task
366,0.5989518761634827,True,True,1.0,1.0,1.0,1,2.254588086756549e-05,0.0,0.0,0.0,0.8753624558448792,0.12463757395744325,0.20837637782096866,0.2790355682373047,0.21470673382282254,0.2978813052177429,0.6851577162742615,0.3148422837257385,Automated
495,0.5972120761871338,False,False,3.0,8.0,1.0209424083769634,4,0.0213745478461033,1320.75,0.010240334099990036,9.95232049894084,0.2052263170480728,0.7947736978530884,0.2039087414741516,0.22029949724674225,0.15992756187915802,0.4158642888069153,0.3160761594772339,0.6839238405227661,Physical or Cognitive Task
577,0.6068580746650696,False,True,2.0,1.0,6.3,10,0.09038737446197988,0.0,0.02378640776699029,0.01239909297052155,0.8791270852088928,0.12087294459342955,0.21145842969417566,0.21353037655353546,0.18493875861167908,0.39007237553596497,0.6877800822257996,0.31221991777420044,Physical or Cognitive Task
498,0.5972120761871338,False,True,3.0,1.0,1.0063694267515924,4,0.008659432204318753,0.1,6.356060324645945e-05,19.86800346064123,0.24514517188072205,0.7548547983169556,0.2039087414741516,0.22029949724674225,0.15992756187915802,0.4158642888069153,0.3160761594772339,0.6839238405227661,Physical or Cognitive Task
216,1.0,False,False,6.0,6.0,1.0,5,0.00022545880867565495,0.0,2.606623206210652e-10,0.005000000000000003,0.7919906377792358,0.2080094069242477,0.19706635177135468,0.2915399670600891,0.1893773227930069,0.3220164477825165,0.7538182139396667,0.2461817562580109,Physical or Cognitive Task
109,0.8305034041404724,False,True,10.0,1.0,1.0,6,0.0014203904946566276,0.02,0.0007287565880445268,1141.7831650095322,0.8028691411018372,0.19713082909584045,0.0,0.0,0.0,0.0,0.7000700831413269,0.2999299466609955,Physical or Cognitive Task
306,1.0,False,True,7.0,1.0,1.0,4,0.001375298732921497,0.0,0.0007657216330564412,873.7512054001927,0.8199962377548218,0.180003821849823,0.2080153375864029,0.21521571278572085,0.14734432101249695,0.4294246435165405,0.7836685180664062,0.21633148193359367,Physical or Cognitive Task
536,0.6281129121780396,False,False,3.0,3.0,1.0,6,8.084914704149871e-05,1612.63,4.041286252119601e-05,992.1627963010452,0.3086588978767395,0.6913411021232605,0.2065145969390869,0.21403315663337708,0.14413444697856906,0.4353177547454834,0.3984242081642151,0.6015758514404297,Physical or Cognitive Task
632,0.526764452457428,True,False,1.0,3.0,1.0,9,0.0009947735616216856,310.45,3.0487723832915265e-05,230.81546637560947,0.7366023063659668,0.2633977830410004,0.250225841999054,0.34639379382133484,0.24225759506225586,0.16112282872200012,0.0,0.0,Automated
177,1.0,False,False,3.0,4.0,1.0,4,0.0009018352347026196,15.0,3.790030141830288e-08,0.02165124501816385,0.874894380569458,0.125105619430542,0.18476268649101255,0.3224853575229645,0.20300255715847013,0.2897493839263916,0.7538182139396667,0.2461817562580109,Low Automatable User Task
602,0.5858592391014099,True,True,1.0,1.0,2.0,1,0.13333333333334307,4625.0,0.13163053029792032,0.09732343907335232,0.449255496263504,0.5507444739341736,0.0,0.0,0.0,0.0,0.5646382570266724,0.4353617429733277,Physical or Cognitive Task
69,0.686505913734436,False,False,13.0,19.0,1.8343711083437109,10,0.033210082517924795,0.0,0.00243935249366317,26.123766998585786,0.8773765563964844,0.12262347340583801,0.2565959692001343,0.3293075859546661,0.2507301568984985,0.16336636245250702,0.6498409509658813,0.3501591384410858,High Automatable User Task
329,0.6754818558692932,False,False,2.0,3.0,1.0,3,6.763764260269648e-05,0.05,5.2775361671792825e-05,3374.3900002469545,0.5750237703323364,0.4249762296676636,0.19447220861911774,0.3166812062263489,0.22159601747989652,0.26725056767463684,0.5302838683128357,0.4697161316871643,Low Automatable User Task
50,0.720455527305603,False,False,2.0,4.0,1.1290322580645162,1,0.00029995479252769696,1.0,0.00044589284625022336,1211.0023757518238,0.8110359907150269,0.1889639645814896,0.21320614218711853,0.22418662905693051,0.1998136192560196,0.3627935945987701,0.6555955410003662,0.3444044291973114,Physical or Cognitive Task
353,1.0,False,False,2.0,3.0,1.0,2,0.00040582585561617883,25.0,2.4220742832109376e-07,2.356284441743406,0.8357972502708435,0.1642027348279953,0.2198378294706345,0.36718103289604187,0.19556207954883573,0.21741905808448792,0.6788842082023621,0.3211158514022827,High Automatable User Task
128,0.6472095251083374,False,False,16.0,27.0,1.0426470588235297,8,0.015985029535103844,0.0,0.008138104582406,155.103573625423,0.6789602041244507,0.3210398256778717,0.19858816266059875,0.2394351214170456,0.15330766141414642,0.4086690843105316,0.6560805439949036,0.34391945600509644,Physical or Cognitive Task
397,0.6281129121780396,False,False,10.0,2.0,1.0499988563848035,2,0.01825860907319367,23434.97,0.08795730726488231,0.4868167866963511,0.8324099779129028,0.16759005188941956,0.2448872923851013,0.3476012349128723,0.25657060742378235,0.15094080567359924,0.5961570739746094,0.4038428962230681,Low Automatable User Task
525,0.5972120761871338,False,False,4.0,8.0,1.0088626292466765,4,0.007888566775620548,1215.88,0.002292423831216739,16.12867358010889,0.2052263170480728,0.7947736978530884,0.2039087414741516,0.22029949724674225,0.15992756187915802,0.4158642888069153,0.3160761594772339,0.6839238405227661,Physical or Cognitive Task
172,1.0,False,False,21.0,10.0,1.0,5,0.0016909410650674118,0.03,0.0030722038547439,761.6489364635123,0.8807623386383057,0.11923766136169435,0.2393220216035843,0.3745757937431336,0.2349509298801422,0.15115119516849518,0.8492999076843262,0.15070009231567386,High Automatable User Task
279,0.6540809273719788,True,True,1.0,1.0,1.0,1,0.00011272940433782749,0.07,2.658755670334865e-09,0.03219607843137255,0.6667866110801697,0.3332134187221527,0.20209752023220065,0.17975768446922302,0.13554717600345612,0.4825975894927978,0.7544472217559814,0.2455527931451797,Physical or Cognitive Task
202,0.583942174911499,False,True,2.0,1.0,1.0,2,9.018352347026196e-05,0.05,8.862518901116219e-10,0.006813725490196078,0.544425368309021,0.4555746614933014,0.21368087828159327,0.18554067611694336,0.15163353085517886,0.4491449296474457,0.693031370639801,0.306968629360199,Physical or Cognitive Task
297,1.0,False,False,2.0,2.0,1.0,2,4.509176173513098e-05,0.0,0.0,0.0,0.8826985955238342,0.1173013672232628,0.2565959692001343,0.3293075859546661,0.2507301568984985,0.16336636245250702,0.6796791553497314,0.3203209042549133,High Automatable User Task
7,1.0,True,False,1.0,4.0,1.401794616151545,58,0.026811594202901728,0.02,3.095523550391003e-06,7.400292190357628e-05,0.8850747346878052,0.1149253025650978,0.2011544704437256,0.3935974538326264,0.19131307303905487,0.2139350473880768,0.5296938419342041,0.4703061878681183,Low Automatable User Task
405,0.5563030242919922,True,False,1.0,3.0,3.349644128113879,12,0.002994909846452433,766815.0,0.0015158331632359313,3.224324011258448,0.7596117258071899,0.24038831889629364,0.2391681671142578,0.3899725079536438,0.21468307077884674,0.15617632865905762,0.6220883131027222,0.3779116868972778,Physical or Cognitive Task
541,0.5537296533584595,False,False,3.0,3.0,1.0549450549450552,1,0.0011087883022834091,3810615.0,0.0007476104839359763,125.26834007803579,0.28340327739715576,0.7165967226028442,0.2065145969390869,0.21403315663337708,0.14413444697856906,0.4353177547454834,0.7414906620979309,0.2585093080997467,Physical or Cognitive Task
150,0.5244650840759277,False,False,20.0,15.0,1.0,8,0.013008973260585192,0.0,0.0003301184025737536,66.36507589881988,0.4133061468601227,0.5866938233375549,0.0,0.0,0.0,0.0,0.5213558673858643,0.478644073009491,Physical or Cognitive Task
149,1.0,False,False,7.0,3.0,1.0,8,0.006583397213329124,0.0,0.000360349862121993,227.015090569133,0.6589271426200867,0.3410727977752685,0.1862969994544983,0.2408396005630493,0.14381402730941772,0.4290493428707123,0.7671414613723755,0.2328585982322693,Physical or Cognitive Task
57,1.0,False,True,0.0,1.0,1.0253743760399334,40,0.005281346882719945,0.0,0.0018673195444711239,43.41434150475494,0.8318283557891846,0.16817161440849304,0.0,0.0,0.0,0.0,0.7123590707778931,0.2876409292221069,Low Automatable User Task
246,0.5971442461013794,False,False,2.0,2.0,1.0,2,4.509176173513098e-05,65.0,6.777220336147694e-10,65.0,0.8260534405708313,0.1739465445280075,0.0,0.0,0.0,0.0,0.6912961602210999,0.3087038397789001,Automated
292,1.0,False,False,0.0,0.0,1.2857142857142858,4,0.00020291292780808947,0.0,0.0018032693889988983,18389.69801371028,0.8548714518547058,0.14512857794761658,0.2420458048582077,0.3942300379276276,0.2391772270202637,0.12454703450202942,0.8122810125350952,0.1877189874649048,Low Automatable User Task
573,0.5373672842979431,True,False,1.0,3.0,2.0,10,0.027259684361549488,0.0,0.005339805825242718,0.019203413940256042,0.5425864458084106,0.4574135839939117,0.20637857913970947,0.20568838715553284,0.16254816949367526,0.4253849089145661,0.5326098203659058,0.4673901498317719,Physical or Cognitive Task
91,1.0,False,False,14.0,19.0,1.0127388535031847,8,0.0035847950579429117,0.42,0.022095071844273784,755.1873350340138,0.8196298480033875,0.1803701668977737,0.211556613445282,0.36771899461746216,0.208145409822464,0.2125789374113083,0.792063295841217,0.20793668925762174,Automated
478,0.6281129121780396,True,True,1.0,1.0,1.0408163265306123,6,0.0013860202195890856,0.22,0.0012247890795083196,1893.4679782727426,0.2426801323890686,0.7573198676109314,0.2065145969390869,0.21403315663337708,0.14413444697856906,0.4353177547454834,0.3984242081642151,0.6015758514404297,Physical or Cognitive Task
493,0.6281129121780396,False,False,3.0,4.0,1.0,1,0.10906500054806913,1636.19,0.0789697306594259,6.341443737883424,0.8582905530929565,0.14170950651168826,0.19447220861911774,0.3166812062263489,0.22159601747989652,0.26725056767463684,0.5961570739746094,0.4038428962230681,High Automatable User Task
148,0.6140594482421875,False,False,9.0,9.0,1.0121107266435987,9,0.01318934030752583,0.0,0.002052675945688305,110.03918954194708,0.8020181655883789,0.1979818344116211,0.21552088856697085,0.19763024151325226,0.157512366771698,0.4293365180492401,0.6504940986633301,0.3495059013366699,Physical or Cognitive Task
567,0.5761070251464844,False,True,0.0,1.0,2.2,10,0.031563845050215214,0.0,0.006310679611650485,0.02711823060660268,0.6614595651626587,0.3385403752326965,0.20950518548488614,0.18333110213279724,0.1385323852300644,0.4686312973499298,0.4836857318878174,0.5163142085075378,Physical or Cognitive Task
629,0.5193175673484802,False,False,0.0,0.0,3.768421052631578,10,0.0007931602117161658,0.02,0.000989188704301275,1338.8134602443351,0.8498660326004028,0.15013395249843595,0.2027646005153656,0.34824922680854803,0.22890761494636536,0.2200785130262375,0.5351138114929199,0.4648861885070801,Low Automatable User Task
200,0.6314882636070251,False,False,0.0,0.0,2.0,4,0.0005411011408215716,0.0,0.000325990137004686,2605.280729257155,0.6956432461738586,0.30435675382614136,0.1986410915851593,0.2171846479177475,0.12987500429153442,0.45429927110672,0.5271899700164795,0.4728100597858429,Physical or Cognitive Task
603,0.5730544924736023,False,True,0.0,1.0,2.0,1,0.13333333333334307,2515.0,0.029450620630985594,0.1128051623924985,0.7623376250267029,0.23766236007213595,0.2120867371559143,0.2345986068248749,0.2284584641456604,0.3248561918735504,0.7526481151580809,0.24735185503959656,Low Automatable User Task
389,0.6174197793006897,False,False,11.0,0.0,10.409116848136227,147,0.1813702289262067,0.03,0.012012297719682909,0.455962232692859,0.8316213488578796,0.16837863624095914,0.2293955832719803,0.36019113659858704,0.24617138504981995,0.1642419993877411,0.0,0.0,High Automatable User Task
34,0.5801490545272827,True,True,1.0,1.0,1.6736464941980869,182,0.10908498790550966,0.0,0.04781933880248927,2.482461688006643,0.788582980632782,0.21141701936721802,0.22437039017677307,0.3351070284843445,0.24184755980968475,0.19867494702339167,0.7240233421325684,0.27597665786743164,High Automatable User Task
553,0.5972120761871338,False,False,5.0,3.0,1.0559655596555966,1,0.019831140781465386,1508.78,0.008684659563170605,6.317621729904244,0.2542665004730225,0.7457334399223328,0.2039087414741516,0.22029949724674225,0.15992756187915802,0.4158642888069153,0.5886194705963135,0.4113805294036865,Physical or Cognitive Task
298,1.0,False,False,2.0,2.0,1.0,2,4.509176173513098e-05,868.75,9.058015641582014e-06,0.6898076546762602,0.6942072510719299,0.3057927489280701,0.22073450684547424,0.4045023620128632,0.2473345845937729,0.1274285912513733,0.6961400508880615,0.3038599491119385,Low Automatable User Task
152,1.0,False,False,20.0,21.0,1.2116564417177915,9,0.008905622942688391,0.0,0.0004821204547636168,85.69556299785191,0.8249697089195251,0.17503024637699127,0.20724670588970184,0.3520422577857971,0.22433841228485107,0.2163725942373276,0.8068358898162842,0.1931641697883606,High Automatable User Task
125,0.6754818558692932,False,False,5.0,14.0,1.0468277945619335,7,0.015624295441222624,0.0,0.0017124525511959545,63.4554616894726,0.7337357401847839,0.2662642300128937,0.1879427582025528,0.3513239026069641,0.19504137337207794,0.2656919062137604,0.6560805439949036,0.34391945600509644,Low Automatable User Task
259,0.573469877243042,True,True,1.0,1.0,1.0,1,2.254588086756549e-05,0.0,0.0,0.0,0.8846607208251953,0.11533920466899872,0.18502207100391388,0.3259229063987732,0.18569821119308472,0.303356796503067,0.6831159591674805,0.3168839812278748,Low Automatable User Task
146,1.0,False,False,14.0,9.0,1.0217391304347827,9,0.008477251206204664,0.0,0.0011998926804847078,106.00915544556713,0.8648685812950134,0.13513140380382538,0.18502207100391388,0.3259229063987732,0.18569821119308472,0.303356796503067,0.6687771677970886,0.3312227725982666,Low Automatable User Task
457,1.0,False,False,2.0,8.0,1.0300601202404809,5,0.00032207067634215604,44498.0,0.0016389433196397495,178.3460860639792,0.8799960613250732,0.12000390887260436,0.1912437528371811,0.2877513468265533,0.21246808767318728,0.3085368573665619,0.786298930644989,0.2137010395526886,Low Automatable User Task
323,0.6472095251083374,False,True,0.0,1.0,1.0,1,2.254588086756549e-05,119580.0,0.0006234000059973392,0.0,0.31410571932792664,0.6858943104743958,0.20561712980270386,0.2137925624847412,0.15027888119220734,0.4303114414215088,0.6762421727180481,0.3237578570842743,Physical or Cognitive Task
557,0.5972120761871338,False,False,7.0,4.0,1.0103601381351752,4,0.0236541504487134,1277475.0,0.0061275289252568895,2.198334899333029,0.20517948269844047,0.7948204874992371,0.2039087414741516,0.22029949724674225,0.15992756187915802,0.4158642888069153,0.3160761594772339,0.6839238405227661,Physical or Cognitive Task
407,0.5723285079002379,False,True,3.0,1.0,1.0542857142857145,33,0.0007338125719394659,2.53,5.951987006422359e-05,5.5677756568984496,0.5771864652633667,0.4228135645389557,0.23547500371932986,0.3885858058929443,0.2389657348394394,0.13697339594364166,0.0,0.0,Physical or Cognitive Task
371,1.0,True,True,1.0,1.0,1.0,109,0.029571631396335694,0.02,6.752833164678233e-07,2.8340342503639144e-07,0.8850747346878052,0.1149253025650978,0.2011544704437256,0.3935974538326264,0.19131307303905487,0.2139350473880768,0.5296938419342041,0.4703061878681183,Low Automatable User Task
